state;action_reward;n_state 
8076&1|11174&1|9708&1|4309&0|15230&0|15230&1|9898&0|11174&1|208&0|15230&0;10861&0|11646&1|15230&1;8076&1|11174&1|9708&1|4309&0|15230&0|15230&1|9898&0|11174&1|208&0|15230&0|10861&0|11646&1|15230&1
9227&0|14340&0|5420&0|7632&0|19675&1|16230&1|1670&0|5503&1|18629&1|16230&0;5420&1|2099&0|14250&0;9227&0|14340&0|5420&0|7632&0|19675&1|16230&1|1670&0|5503&1|18629&1|16230&0|5420&1|2099&0|14250&0
4638&0|8114&0|17425&1|4590&1|17425&1|8114&0|18214&0|1065&0|13189&0|14988&1;8114&0|4590&1|14988&0;4638&0|8114&0|17425&1|4590&1|17425&1|8114&0|18214&0|1065&0|13189&0|14988&1|8114&0|4590&1|14988&0
7004&0|8612&0|7004&1|19747&0|4483&1|8612&0|19437&0|16017&1|8133&0|855&1;13411&1|16264&0|11865&1;7004&0|8612&0|7004&1|19747&0|4483&1|8612&0|19437&0|16017&1|8133&0|855&1|13411&1|16264&0|11865&1
13359&0|2667&1|15891&0|1467&0|9593&0|18434&1|5271&0|10649&1|18439&0|12383&0;3797&0|8247&1|12053&0;13359&0|2667&1|15891&0|1467&0|9593&0|18434&1|5271&0|10649&1|18439&0|12383&0|3797&0|8247&1|12053&0
9853&0|1137&0|17572&0|6045&1|12804&0|9423&0|3018&0|652&0|18430&0|13684&0;20457&0|12459&0|18353&0;9853&0|1137&0|17572&0|6045&1|12804&0|9423&0|3018&0|652&0|18430&0|13684&0|20457&0|12459&0|18353&0
19337&0|14173&0|15148&0|2870&0|16484&0|10899&0|513&0|10899&0|15148&1|15148&0;9771&0|16302&0|15577&0;19337&0|14173&0|15148&0|2870&0|16484&0|10899&0|513&0|10899&0|15148&1|15148&0|9771&0|16302&0|15577&0
10187&0|9562&0|9761&1|1767&0|18718&0|8305&0|15608&0|11749&0|9439&0|9853&0;15608&1|5942&0|9317&1;10187&0|9562&0|9761&1|1767&0|18718&0|8305&0|15608&0|11749&0|9439&0|9853&0|15608&1|5942&0|9317&1
4192&0|6779&1|9657&1|7162&1|10364&1|16975&0|4118&0|15732&0|9853&1|3500&0;11484&0|12411&1|19783&1;4192&0|6779&1|9657&1|7162&1|10364&1|16975&0|4118&0|15732&0|9853&1|3500&0|11484&0|12411&1|19783&1
19139&1|10132&0|15497&0|5278&0|11086&0|20199&0|18765&1|19420&1|20715&1|16204&0;12060&1|5178&1|19025&1;19139&1|10132&0|15497&0|5278&0|11086&0|20199&0|18765&1|19420&1|20715&1|16204&0|12060&1|5178&1|19025&1
3500&0|10364&0|4192&0|15216&0|2494&0|13598&0|9942&0|4118&0|7162&0|8566&0;13709&1|9942&0|3500&0;3500&0|10364&0|4192&0|15216&0|2494&0|13598&0|9942&0|4118&0|7162&0|8566&0|13709&1|9942&0|3500&0
8405&0|8284&0|16029&0|752&0|3525&0|10595&0|7335&0|9860&0|16730&0|11555&0;1524&1|9870&0|20636&0;8405&0|8284&0|16029&0|752&0|3525&0|10595&0|7335&0|9860&0|16730&0|11555&0|1524&1|9870&0|20636&0
13350&0|14140&0|1664&0|15129&0|4151&0|14461&1|7229&1|6059&0|17284&0|5575&0;17729&1|9853&0|5039&0;13350&0|14140&0|1664&0|15129&0|4151&0|14461&1|7229&1|6059&0|17284&0|5575&0|17729&1|9853&0|5039&0
20066&0|12498&0|1292&0|6112&0|6543&0|3188&0|4044&0|9372&0|14212&0|14595&0;18704&1|6112&1|20087&1;20066&0|12498&0|1292&0|6112&0|6543&0|3188&0|4044&0|9372&0|14212&0|14595&0|18704&1|6112&1|20087&1
8422&1|14700&1|1293&1|8718&1|11749&1|19752&1|1224&1|13959&1|9860&1|14436&0;8305&1|2473&1|37&1;8422&1|14700&1|1293&1|8718&1|11749&1|19752&1|1224&1|13959&1|9860&1|14436&0|8305&1|2473&1|37&1
1739&1|7329&1|6386&1|14705&1|15750&1|20523&1|10880&1|4201&0|15750&0|1219&0;15677&1|9067&1|18495&1;1739&1|7329&1|6386&1|14705&1|15750&1|20523&1|10880&1|4201&0|15750&0|1219&0|15677&1|9067&1|18495&1
2238&0|19403&0|140&0|20636&0|7241&0|17510&1|14444&0|7241&0|15644&0|6915&0;13625&0|16564&0|19817&0;2238&0|19403&0|140&0|20636&0|7241&0|17510&1|14444&0|7241&0|15644&0|6915&0|13625&0|16564&0|19817&0
1148&0|6665&0|4053&1|594&0|5125&1|19102&0|15236&1|3826&0|18054&0|1402&0;8316&0|7895&0|6399&0;1148&0|6665&0|4053&1|594&0|5125&1|19102&0|15236&1|3826&0|18054&0|1402&0|8316&0|7895&0|6399&0
10680&0|10464&1|16373&0|15325&1|8192&0|14811&0|10299&1|8426&1|1870&0|15170&0;9568&0|18372&0|6977&0;10680&0|10464&1|16373&0|15325&1|8192&0|14811&0|10299&1|8426&1|1870&0|15170&0|9568&0|18372&0|6977&0
13104&0|1153&1|5427&0|7903&0|19781&1|1556&1|19781&0|19164&0|19819&1|17750&0;7903&1|5427&0|11647&0;13104&0|1153&1|5427&0|7903&0|19781&1|1556&1|19781&0|19164&0|19819&1|17750&0|7903&1|5427&0|11647&0
2059&0|19835&1|5312&1|13077&1|15000&1|16029&0|3544&1|6513&0|12242&0|9055&1;11148&0|4486&1|3195&0;2059&0|19835&1|5312&1|13077&1|15000&1|16029&0|3544&1|6513&0|12242&0|9055&1|11148&0|4486&1|3195&0
18103&0|7833&1|18075&0|18940&0|14766&0|19534&1|16062&1|18924&0|11501&1|6953&0;12588&0|3490&0|18984&1;18103&0|7833&1|18075&0|18940&0|14766&0|19534&1|16062&1|18924&0|11501&1|6953&0|12588&0|3490&0|18984&1
18341&0|18037&1|5455&0|4019&1|3182&1|14739&0|12518&1|19895&1|19094&1|968&1;19889&0|12826&0|5659&0;18341&0|18037&1|5455&0|4019&1|3182&1|14739&0|12518&1|19895&1|19094&1|968&1|19889&0|12826&0|5659&0
11909&0|9853&0|472&0|12877&0|4192&0|13598&0|13709&0|9853&1|1007&0|13135&0;11964&0|10639&0|15409&0;11909&0|9853&0|472&0|12877&0|4192&0|13598&0|13709&0|9853&1|1007&0|13135&0|11964&0|10639&0|15409&0
12968&1|19114&0|20401&0|12497&1|18619&0|17326&0|6064&0|20243&1|2107&1|509&1;1643&1|12136&0|3700&1;12968&1|19114&0|20401&0|12497&1|18619&0|17326&0|6064&0|20243&1|2107&1|509&1|1643&1|12136&0|3700&1
17273&0|1183&0|9299&0|5362&0|9299&0|13035&1|4312&0|2832&0|466&0|12586&1;5655&0|2440&1|19817&1;17273&0|1183&0|9299&0|5362&0|9299&0|13035&1|4312&0|2832&0|466&0|12586&1|5655&0|2440&1|19817&1
11867&1|17124&0|19386&0|7091&0|16675&0|12112&0|9625&0|16345&0|13428&0|20132&0;7125&0|13932&0|11503&0;11867&1|17124&0|19386&0|7091&0|16675&0|12112&0|9625&0|16345&0|13428&0|20132&0|7125&0|13932&0|11503&0
2804&1|11670&1|20529&0|6713&0|19906&0|13076&0|8529&0|2970&1|18782&1|5232&1;12029&0|15904&0|9042&0;2804&1|11670&1|20529&0|6713&0|19906&0|13076&0|8529&0|2970&1|18782&1|5232&1|12029&0|15904&0|9042&0
18672&0|12054&0|12397&0|17379&0|3954&0|12397&0|4794&0|2149&0|8987&0|14718&0;18274&0|8423&0|6686&0;18672&0|12054&0|12397&0|17379&0|3954&0|12397&0|4794&0|2149&0|8987&0|14718&0|18274&0|8423&0|6686&0
17932&1|14993&1|20481&1|5011&1|10416&0|9187&1|13057&1|8269&0|13093&1|5544&1;11154&1|19167&1|2280&1;17932&1|14993&1|20481&1|5011&1|10416&0|9187&1|13057&1|8269&0|13093&1|5544&1|11154&1|19167&1|2280&1
16237&0|14264&0|12837&0|15823&1|15823&0|17154&0|701&0|7278&1|8392&0|11195&1;13483&0|3744&0|2949&0;16237&0|14264&0|12837&0|15823&1|15823&0|17154&0|701&0|7278&1|8392&0|11195&1|13483&0|3744&0|2949&0
11707&0|14079&0|8194&0|17500&0|10681&0|19795&1|12151&0|15255&0|7210&0|497&1;14454&1|5656&1|6206&1;11707&0|14079&0|8194&0|17500&0|10681&0|19795&1|12151&0|15255&0|7210&0|497&1|14454&1|5656&1|6206&1
4093&0|15600&1|11770&1|16882&0|13700&0|9151&0|14149&0|1358&0|756&0|12046&1;4368&0|18082&0|926&0;4093&0|15600&1|11770&1|16882&0|13700&0|9151&0|14149&0|1358&0|756&0|12046&1|4368&0|18082&0|926&0
12726&0|3194&0|17579&1|6715&0|19752&1|7881&0|1926&0|8278&0|11682&0|14047&0;9726&0|11726&0|9753&0;12726&0|3194&0|17579&1|6715&0|19752&1|7881&0|1926&0|8278&0|11682&0|14047&0|9726&0|11726&0|9753&0
2194&1|8206&0|8206&1|489&0|15807&0|6655&1|20254&0|8206&0|20594&1|14047&1;19563&0|12472&0|13969&0;2194&1|8206&0|8206&1|489&0|15807&0|6655&1|20254&0|8206&0|20594&1|14047&1|19563&0|12472&0|13969&0
6239&1|16253&1|16253&0|18797&0|14372&0|15634&1|12193&0|16898&0|17746&1|10501&0;20757&0|10585&0|16898&0;6239&1|16253&1|16253&0|18797&0|14372&0|15634&1|12193&0|16898&0|17746&1|10501&0|20757&0|10585&0|16898&0
4836&0|2004&0|2449&0|7493&0|13464&0|2449&0|18838&0|2375&0|2004&0|4836&0;8422&0|37&0|9752&0;4836&0|2004&0|2449&0|7493&0|13464&0|2449&0|18838&0|2375&0|2004&0|4836&0|8422&0|37&0|9752&0
9282&1|1582&0|18868&1|13223&0|19196&0|1854&0|12152&0|9515&0|740&0|15992&1;4144&0|12327&0|17692&0;9282&1|1582&0|18868&1|13223&0|19196&0|1854&0|12152&0|9515&0|740&0|15992&1|4144&0|12327&0|17692&0
14826&0|5564&0|18940&0|20387&0|11488&0|18886&0|1224&0|2720&0|9031&1|9031&0;7162&0|2650&0|11762&0;14826&0|5564&0|18940&0|20387&0|11488&0|18886&0|1224&0|2720&0|9031&1|9031&0|7162&0|2650&0|11762&0
665&1|8056&1|6804&1|17752&1|9239&1|19821&1|9180&1|5725&1|9252&1|1925&1;1808&0|665&0|9180&0;665&1|8056&1|6804&1|17752&1|9239&1|19821&1|9180&1|5725&1|9252&1|1925&1|1808&0|665&0|9180&0
2407&0|7959&0|14140&0|13997&0|14270&1|5219&0|1170&0|5379&0|15887&0|10227&0;14638&0|6680&0|7341&0;2407&0|7959&0|14140&0|13997&0|14270&1|5219&0|1170&0|5379&0|15887&0|10227&0|14638&0|6680&0|7341&0
6504&0|9615&0|18551&0|14024&0|10922&1|13246&0|9975&0|8458&0|5620&1|10668&0;15938&0|10544&0|7447&0;6504&0|9615&0|18551&0|14024&0|10922&1|13246&0|9975&0|8458&0|5620&1|10668&0|15938&0|10544&0|7447&0
14005&0|4312&0|16096&1|7162&0|11762&0|2720&0|9228&1|15216&1|2470&1|18886&0;215&1|15723&0|15723&1;14005&0|4312&0|16096&1|7162&0|11762&0|2720&0|9228&1|15216&1|2470&1|18886&0|215&1|15723&0|15723&1
6275&0|3568&0|8928&1|3685&0|11423&0|12233&1|12348&0|723&0|17774&0|15352&0;15584&0|9046&1|5962&0;6275&0|3568&0|8928&1|3685&0|11423&0|12233&1|12348&0|723&0|17774&0|15352&0|15584&0|9046&1|5962&0
7027&0|843&0|10585&0|2109&0|843&0|20757&1|11682&0|16914&0|843&0|20672&0;14842&0|10555&1|14533&0;7027&0|843&0|10585&0|2109&0|843&0|20757&1|11682&0|16914&0|843&0|20672&0|14842&0|10555&1|14533&0
14351&1|18563&1|2993&1|158&1|15030&1|19862&1|2419&1|20002&0|16275&1|42&1;4596&0|16808&1|2694&0;14351&1|18563&1|2993&1|158&1|15030&1|19862&1|2419&1|20002&0|16275&1|42&1|4596&0|16808&1|2694&0
4994&0|17147&0|6867&0|5145&0|693&0|14983&1|5145&0|15956&0|14609&0|9234&0;4954&0|7974&0|6562&0;4994&0|17147&0|6867&0|5145&0|693&0|14983&1|5145&0|15956&0|14609&0|9234&0|4954&0|7974&0|6562&0
10764&0|3979&0|7326&1|10942&0|10764&0|8998&1|10764&1|8998&0|10764&1|14512&1;15825&1|19149&1|3979&1;10764&0|3979&0|7326&1|10942&0|10764&0|8998&1|10764&1|8998&0|10764&1|14512&1|15825&1|19149&1|3979&1
14842&1|19783&1|4458&1|6542&0|4312&1|9853&1|3500&0|19895&1|8052&1|1284&0;13965&1|19094&1|14652&1;14842&1|19783&1|4458&1|6542&0|4312&1|9853&1|3500&0|19895&1|8052&1|1284&0|13965&1|19094&1|14652&1
15769&1|4012&1|3845&0|16730&1|11753&0|668&1|7927&1|19806&1|353&1|8278&0;17797&1|9019&1|6312&1;15769&1|4012&1|3845&0|16730&1|11753&0|668&1|7927&1|19806&1|353&1|8278&0|17797&1|9019&1|6312&1
197&1|1936&1|5555&1|15197&1|14398&1|2865&1|3289&1|9414&1|1809&1|16026&0;14528&1|5361&0|13849&1;197&1|1936&1|5555&1|15197&1|14398&1|2865&1|3289&1|9414&1|1809&1|16026&0|14528&1|5361&0|13849&1
4192&0|13709&0|9942&0|20387&0|1284&1|10364&0|18947&0|2494&0|3554&0|4485&1;12963&0|19895&0|14523&1;4192&0|13709&0|9942&0|20387&0|1284&1|10364&0|18947&0|2494&0|3554&0|4485&1|12963&0|19895&0|14523&1
7332&0|7504&1|11974&1|9878&1|20735&0|7332&1|13325&1|20735&1|13237&1|9878&0;19541&1|2837&1|13874&1;7332&0|7504&1|11974&1|9878&1|20735&0|7332&1|13325&1|20735&1|13237&1|9878&0|19541&1|2837&1|13874&1
16170&1|15581&0|2596&0|7162&0|18075&1|2772&1|7254&1|10958&0|4312&0|16170&0;5062&0|18200&0|18200&0;16170&1|15581&0|2596&0|7162&0|18075&1|2772&1|7254&1|10958&0|4312&0|16170&0|5062&0|18200&0|18200&0
3490&1|10673&0|4019&1|3701&0|11232&1|19333&1|7291&0|9636&1|9899&1|8405&0;18123&1|11012&0|19999&1;3490&1|10673&0|4019&1|3701&0|11232&1|19333&1|7291&0|9636&1|9899&1|8405&0|18123&1|11012&0|19999&1
7329&1|19409&1|16522&1|5917&0|13538&1|2185&0|1587&1|16745&1|17788&1|9544&1;1225&1|12715&1|15152&1;7329&1|19409&1|16522&1|5917&0|13538&1|2185&0|1587&1|16745&1|17788&1|9544&1|1225&1|12715&1|15152&1
4414&1|1857&0|18770&1|19629&1|15430&0|607&0|9870&1|6914&0|12438&0|3670&0;9696&0|9700&1|15442&0;4414&1|1857&0|18770&1|19629&1|15430&0|607&0|9870&1|6914&0|12438&0|3670&0|9696&0|9700&1|15442&0
2951&1|296&1|3432&1|4365&1|6361&1|9873&1|5205&1|8832&0|3626&1|20090&1;9620&1|1034&1|542&1;2951&1|296&1|3432&1|4365&1|6361&1|9873&1|5205&1|8832&0|3626&1|20090&1|9620&1|1034&1|542&1
9317&0|19098&1|3750&1|7306&0|9562&1|17732&1|1321&0|17475&1|688&1|16964&0;10229&0|19083&0|20585&0;9317&0|19098&1|3750&1|7306&0|9562&1|17732&1|1321&0|17475&1|688&1|16964&0|10229&0|19083&0|20585&0
5564&0|18075&0|19094&0|10581&1|1224&0|2448&1|20647&1|12493&1|16666&1|8405&0;12588&1|3490&1|18984&1;5564&0|18075&0|19094&0|10581&1|1224&0|2448&1|20647&1|12493&1|16666&1|8405&0|12588&1|3490&1|18984&1
19931&0|2423&0|9251&0|7596&0|2272&0|177&0|1335&0|19331&0|10209&0|16138&0;17755&0|4878&0|3577&0;19931&0|2423&0|9251&0|7596&0|2272&0|177&0|1335&0|19331&0|10209&0|16138&0|17755&0|4878&0|3577&0
13412&1|15677&1|14099&1|407&0|20750&0|3560&0|8737&0|17701&1|10562&1|11522&0;9497&0|9330&0|278&0;13412&1|15677&1|14099&1|407&0|20750&0|3560&0|8737&0|17701&1|10562&1|11522&0|9497&0|9330&0|278&0
16341&1|8221&0|18163&0|125&0|17575&0|13865&0|9526&0|2443&1|13768&1|4301&0;20250&0|6736&0|5299&0;16341&1|8221&0|18163&0|125&0|17575&0|13865&0|9526&0|2443&1|13768&1|4301&0|20250&0|6736&0|5299&0
5977&1|12455&1|2656&1|336&1|5119&1|7976&1|14587&1|4477&1|20314&1|2253&0;20314&1|3493&1|7976&1;5977&1|12455&1|2656&1|336&1|5119&1|7976&1|14587&1|4477&1|20314&1|2253&0|20314&1|3493&1|7976&1
4118&0|2234&0|4017&0|17238&0|20716&0|10800&0|20716&0|16137&0|4118&0|9657&1;5544&0|19471&0|15216&0;4118&0|2234&0|4017&0|17238&0|20716&0|10800&0|20716&0|16137&0|4118&0|9657&1|5544&0|19471&0|15216&0
19814&0|9301&0|4682&1|9647&0|9976&0|7158&1|246&0|8530&1|12313&0|7285&0;1823&0|11121&0|7566&0;19814&0|9301&0|4682&1|9647&0|9976&0|7158&1|246&0|8530&1|12313&0|7285&0|1823&0|11121&0|7566&0
12085&1|10816&1|2941&0|19379&0|9779&1|10027&1|3208&0|16796&1|20347&1|13173&1;954&0|16328&1|16796&1;12085&1|10816&1|2941&0|19379&0|9779&1|10027&1|3208&0|16796&1|20347&1|13173&1|954&0|16328&1|16796&1
14662&0|6004&0|604&0|12666&0|4458&0|6369&0|5295&0|17063&0|11361&0|15259&0;6039&0|4472&0|17985&0;14662&0|6004&0|604&0|12666&0|4458&0|6369&0|5295&0|17063&0|11361&0|15259&0|6039&0|4472&0|17985&0
14047&1|13858&0|14047&0|8018&0|8018&0|18947&0|18947&1|1284&0|8018&0|1284&0;1284&0|18450&0|6542&0;14047&1|13858&0|14047&0|8018&0|8018&0|18947&0|18947&1|1284&0|8018&0|1284&0|1284&0|18450&0|6542&0
7312&0|4910&1|1605&1|6442&1|18655&1|13998&1|17609&0|7865&1|3025&1|11218&1;803&1|14720&1|11604&1;7312&0|4910&1|1605&1|6442&1|18655&1|13998&1|17609&0|7865&1|3025&1|11218&1|803&1|14720&1|11604&1
1795&1|17128&0|15641&1|16690&1|5441&0|5575&0|15469&1|3751&0|5999&1|5085&1;19376&0|10524&1|12639&0;1795&1|17128&0|15641&1|16690&1|5441&0|5575&0|15469&1|3751&0|5999&1|5085&1|19376&0|10524&1|12639&0
15692&0|15692&0|10873&0|5201&0|13658&0|5201&0|15564&0|4172&0|872&1|6687&0;2331&1|15341&0|15692&1;15692&0|15692&0|10873&0|5201&0|13658&0|5201&0|15564&0|4172&0|872&1|6687&0|2331&1|15341&0|15692&1
2440&1|11749&1|4505&1|5368&1|19752&0|7291&0|14436&0|19959&1|15216&0|1224&1;16796&0|12368&0|14480&0;2440&1|11749&1|4505&1|5368&1|19752&0|7291&0|14436&0|19959&1|15216&0|1224&1|16796&0|12368&0|14480&0
16898&1|3525&1|7162&1|10581&1|3500&0|14461&0|11555&1|12151&1|16791&1|109&0;9508&1|20285&1|17746&1;16898&1|3525&1|7162&1|10581&1|3500&0|14461&0|11555&1|12151&1|16791&1|109&0|9508&1|20285&1|17746&1
7200&1|7246&1|8943&1|13995&1|14089&1|2046&1|4755&1|20409&1|5323&1|14392&1;7055&0|8566&0|3857&1;7200&1|7246&1|8943&1|13995&1|14089&1|2046&1|4755&1|20409&1|5323&1|14392&1|7055&0|8566&0|3857&1
17998&0|15659&1|525&1|8975&0|17226&0|12507&1|14652&0|18380&1|13163&0|1596&0;14700&0|4458&1|5861&0;17998&0|15659&1|525&1|8975&0|17226&0|12507&1|14652&0|18380&1|13163&0|1596&0|14700&0|4458&1|5861&0
12731&1|12731&1|12731&1|11633&1|13044&0|1749&1|12731&1|11633&1|13044&0|7931&1;12731&0|13044&1|7931&0;12731&1|12731&1|12731&1|11633&1|13044&0|1749&1|12731&1|11633&1|13044&0|7931&1|12731&0|13044&1|7931&0
4312&0|1224&1|4017&0|4312&1|1224&0|12588&1|4017&1|18940&1|11484&1|19094&1;9195&1|15879&0|4312&1;4312&0|1224&1|4017&0|4312&1|1224&0|12588&1|4017&1|18940&1|11484&1|19094&1|9195&1|15879&0|4312&1
19595&1|15597&1|2063&1|14616&1|1688&1|12789&1|18731&0|8745&1|1688&0|18731&1;17215&1|2229&1|13911&1;19595&1|15597&1|2063&1|14616&1|1688&1|12789&1|18731&0|8745&1|1688&0|18731&1|17215&1|2229&1|13911&1
1284&1|12588&1|4017&1|18940&1|1224&1|19094&1|5564&1|18075&1|3490&1|9430&1;15216&1|14512&1|7416&1;1284&1|12588&1|4017&1|18940&1|1224&1|19094&1|5564&1|18075&1|3490&1|9430&1|15216&1|14512&1|7416&1
2634&1|18310&1|17537&0|20185&1|1310&1|17537&0|14047&1|20084&1|14047&0|4421&1;14842&1|11202&1|11555&1;2634&1|18310&1|17537&0|20185&1|1310&1|17537&0|14047&1|20084&1|14047&0|4421&1|14842&1|11202&1|11555&1
5777&1|2617&1|5777&1|11300&1|10226&1|11300&1|12572&1|10918&0|11060&1|12572&1;5777&1|5777&1|12572&1;5777&1|2617&1|5777&1|11300&1|10226&1|11300&1|12572&1|10918&0|11060&1|12572&1|5777&1|5777&1|12572&1
6400&0|17603&0|16143&1|17794&1|13671&0|15216&0|18698&1|16162&0|6400&1|13709&1;969&1|136&0|4659&0;6400&0|17603&0|16143&1|17794&1|13671&0|15216&0|18698&1|16162&0|6400&1|13709&1|969&1|136&0|4659&0
2509&0|14791&1|8842&1|8519&1|5386&0|3190&1|5776&1|9871&1|19637&0|17208&1;741&0|13579&0|16769&0;2509&0|14791&1|8842&1|8519&1|5386&0|3190&1|5776&1|9871&1|19637&0|17208&1|741&0|13579&0|16769&0
7902&1|12786&1|19384&1|12786&0|1294&0|5481&0|7902&1|958&0|7763&1|1818&0;8971&0|14446&0|13792&0;7902&1|12786&1|19384&1|12786&0|1294&0|5481&0|7902&1|958&0|7763&1|1818&0|8971&0|14446&0|13792&0
18075&0|12588&0|3490&0|20387&1|12604&0|18940&0|1224&1|19094&1|1284&0|4017&0;4312&1|18886&0|15581&0;18075&0|12588&0|3490&0|20387&1|12604&0|18940&0|1224&1|19094&1|1284&0|4017&0|4312&1|18886&0|15581&0
508&1|8917&0|1060&0|17829&0|8601&1|8707&0|3086&0|5192&0|5907&0|18217&1;19267&1|18897&1|7069&1;508&1|8917&0|1060&0|17829&0|8601&1|8707&0|3086&0|5192&0|5907&0|18217&1|19267&1|18897&1|7069&1
14883&0|19830&0|13013&0|6187&0|6977&0|14862&0|2504&0|7963&0|18669&0|14465&0;14940&0|6188&0|13312&0;14883&0|19830&0|13013&0|6187&0|6977&0|14862&0|2504&0|7963&0|18669&0|14465&0|14940&0|6188&0|13312&0
12604&0|4017&0|15581&0|8981&0|1224&0|5564&0|18886&0|3490&0|19094&0|5564&1;11762&0|4312&0|15216&0;12604&0|4017&0|15581&0|8981&0|1224&0|5564&0|18886&0|3490&0|19094&0|5564&1|11762&0|4312&0|15216&0
7843&0|7477&1|10120&1|18135&0|10120&0|7477&1|3889&0|14035&1|18370&0|18370&0;3889&1|16538&1|4443&1;7843&0|7477&1|10120&1|18135&0|10120&0|7477&1|3889&0|14035&1|18370&0|18370&0|3889&1|16538&1|4443&1
15952&1|1977&0|295&0|4659&1|10385&0|14876&1|4312&1|10333&1|9853&0|17311&0;8187&0|13576&0|18625&0;15952&1|1977&0|295&0|4659&1|10385&0|14876&1|4312&1|10333&1|9853&0|17311&0|8187&0|13576&0|18625&0
163&1|4505&1|6542&0|19960&0|17537&0|4017&0|2440&1|8705&0|11945&0|12633&0;13288&0|12464&0|6373&0;163&1|4505&1|6542&0|19960&0|17537&0|4017&0|2440&1|8705&0|11945&0|12633&0|13288&0|12464&0|6373&0
18940&1|18075&1|19094&1|1284&0|15216&1|7162&0|20387&0|12493&1|11484&1|14005&0;12588&0|18984&0|3490&0;18940&1|18075&1|19094&1|1284&0|15216&1|7162&0|20387&0|12493&1|11484&1|14005&0|12588&0|18984&0|3490&0
12507&1|7162&1|15581&1|15216&1|8934&1|18886&0|14700&1|11945&1|11762&0|16871&1;8718&1|8422&1|4546&1;12507&1|7162&1|15581&1|15216&1|8934&1|18886&0|14700&1|11945&1|11762&0|16871&1|8718&1|8422&1|4546&1
960&0|14446&1|7902&1|13965&1|13792&1|10808&1|14446&1|11711&1|14714&1|8971&1;14466&1|1702&1|10316&1;960&0|14446&1|7902&1|13965&1|13792&1|10808&1|14446&1|11711&1|14714&1|8971&1|14466&1|1702&1|10316&1
15732&1|18295&0|10364&1|10162&0|9657&0|15216&1|10475&0|9942&0|13598&1|4118&1;14602&1|4040&1|1418&1;15732&1|18295&0|10364&1|10162&0|9657&0|15216&1|10475&0|9942&0|13598&1|4118&1|14602&1|4040&1|1418&1
7067&0|609&0|15809&0|4429&0|20468&1|8626&0|15931&1|2680&1|7206&0|7825&1;2484&0|16660&0|4568&0;7067&0|609&0|15809&0|4429&0|20468&1|8626&0|15931&1|2680&1|7206&0|7825&1|2484&0|16660&0|4568&0
7291&1|12507&0|3556&0|8894&0|19586&0|7692&0|14209&1|20061&0|6617&0|663&0;8108&0|8108&0|663&0;7291&1|12507&0|3556&0|8894&0|19586&0|7692&0|14209&1|20061&0|6617&0|663&0|8108&0|8108&0|663&0
5813&0|18595&1|6815&1|3597&1|13529&1|15824&0|7070&1|5813&1|15824&0|4315&1;17880&0|6922&0|12428&0;5813&0|18595&1|6815&1|3597&1|13529&1|15824&0|7070&1|5813&1|15824&0|4315&1|17880&0|6922&0|12428&0
11810&0|19433&0|12768&1|7490&0|8033&0|17215&0|2883&1|5252&0|18678&0|5650&1;8463&0|95&0|18546&0;11810&0|19433&0|12768&1|7490&0|8033&0|17215&0|2883&1|5252&0|18678&0|5650&1|8463&0|95&0|18546&0
231&0|8924&0|7210&0|5914&0|8924&0|11555&0|15098&0|16898&0|7617&1|10681&0;7229&0|11969&0|8284&0;231&0|8924&0|7210&0|5914&0|8924&0|11555&0|15098&0|16898&0|7617&1|10681&0|7229&0|11969&0|8284&0
18886&0|2720&0|20350&0|8543&0|15216&0|14922&1|18940&0|14783&0|8972&1|356&0;20692&0|10514&1|14508&0;18886&0|2720&0|20350&0|8543&0|15216&0|14922&1|18940&0|14783&0|8972&1|356&0|20692&0|10514&1|14508&0
7162&0|8599&0|12604&0|3025&0|10595&0|4017&0|9853&0|2080&0|11484&0|19534&0;9031&0|3565&0|10827&1;7162&0|8599&0|12604&0|3025&0|10595&0|4017&0|9853&0|2080&0|11484&0|19534&0|9031&0|3565&0|10827&1
10100&0|16170&1|4442&1|7482&1|11129&1|19002&1|2164&1|749&1|3096&1|8880&1;14210&1|18780&0|10517&1;10100&0|16170&1|4442&1|7482&1|11129&1|19002&1|2164&1|749&1|3096&1|8880&1|14210&1|18780&0|10517&1
16897&0|230&0|18493&0|20445&0|5675&0|20445&0|3319&0|20445&1|230&0|230&0;20445&1|3319&1|230&1;16897&0|230&0|18493&0|20445&0|5675&0|20445&0|3319&0|20445&1|230&0|230&0|20445&1|3319&1|230&1
4192&0|9853&0|19783&0|13598&0|15732&1|6779&1|13163&1|13709&0|9657&1|3500&1;5375&1|15973&0|14512&0;4192&0|9853&0|19783&0|13598&0|15732&1|6779&1|13163&1|13709&0|9657&1|3500&1|5375&1|15973&0|14512&0
18886&0|8981&1|18940&1|12588&1|12604&1|7162&1|4312&1|15581&0|15216&1|5564&0;2852&0|7162&1|13357&1;18886&0|8981&1|18940&1|12588&1|12604&1|7162&1|4312&1|15581&0|15216&1|5564&0|2852&0|7162&1|13357&1
18816&0|37&1|9860&0|12340&1|12340&0|11726&1|3554&0|11480&0|16221&0|6917&0;17518&0|7050&0|11555&0;18816&0|37&1|9860&0|12340&1|12340&0|11726&1|3554&0|11480&0|16221&0|6917&0|17518&0|7050&0|11555&0
